TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Pavement Asset Management,District 11,Laurel,222214,,,FD05,FD05 063 3007 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06330072201,2022-05-26,81798.82,81798.82
Pavement Asset Management,District 11,Leslie,222268,,,FD05,FD05 066 0699 000-004,MOUNTAIN ENTERPRISES INC,MP06606992201,2022-05-26,479403.15,479403.15
Pavement Asset Management,District 11,Jackson,222273,,,FD05,FD05 055 0421 014-017,THE ALLEN COMPANY INC,MP05504212201,2022-05-26,337895.4,337895.4
Pavement Asset Management,District 11,Knox,222305,,,FD05,FD05 061 0006 014-015,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06100062201,2022-05-26,224869.04,224869.04
Pavement Asset Management,District 11,Letcher,222407,,,FD05,FD05 067 0119 017-019,MOUNTAIN ENTERPRISES INC,MP06701192202,2022-05-26,715505.95,715505.95
Safety,District 11,Various,224315,11-00972.00,,HSIP,HSIP 9010(466),M&M SERVICES CO INC,1112100002201,2022-05-26,155778.0,155778.0
Rural Roads Projects,District 11,Harlan,223012,,,CB06,CB06 048 0072 011-013,MOUNTAIN ENTERPRISES INC,1104800722101,2022-05-26,1126960.0,290211.46
Rural Roads Projects,District 11,Harlan,223012,,,CB06,CB06 048 0522 000-007,MOUNTAIN ENTERPRISES INC,1104805222102,2022-05-26,1126960.0,836748.54
Rural Roads Projects,District 11,Bell,223013,,,CB01,CB01 007 2011 006-007,GEORGE B STONE CO LLC,MP00720112201,2022-05-26,106406.5,106406.5
Pavement Asset Management,District 11,Whitley,222226,,,FD05,FD05 118 0856 000-003,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP11808562201,2022-05-26,217568.48,217568.48
Bridge Asset Management,District 11,Clay,225237,11-10082.00,"STP, BRZ",,STP BRZ 9030 (228),CENTRAL BRIDGE CO LLC,BR02610401900,2022-04-28,197208.5,197208.5
Miscellaneous,District 11,Bell,222303,11-04314.00,,FD04,FD04 007 0190 016-017,N W K CONSTRUCTION INC,MP00701902202,2022-04-28,230516.34,119469.58
Miscellaneous,District 11,Bell,222303,11-04315.00,,FD04,FD04 007 2394 000-001,N W K CONSTRUCTION INC,MP00723942201,2022-04-28,230516.34,111046.74
Pavement Asset Management,District 11,Jackson,222207,,,FD05,FD05 055 0030 009-018,THE ALLEN COMPANY INC,MP05500302201,2022-03-24,1285103.3,1285103.3
Pavement Asset Management,District 11,Bell,222227,,,FD05,FD05 007 0987 004-008,HINKLE CONTRACTING COMPANY LLC,MP00709872201,2022-03-24,319067.88,319067.88
Pavement Asset Management,District 11,Bell,222255,,,FD05,FD05 007 0190 017-020,HINKLE CONTRACTING COMPANY LLC,MP00701902201,2022-03-24,254444.26,254444.26
Pavement Asset Management,District 11,Knox,222223,,,FD05,FD05 061 1232 000-004,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06112322201,2022-03-24,475829.51,475829.51
Bridge Asset Management,District 11,Harlan,222973,,,FE02,FE02 048 0215 B00019N,IRVINE CONTRACTING LIMITED LIABILITY COMPANY,MB04802152201,2022-03-24,447364.12,447364.12
Safety,District 11,Bell,224304,11-09016.00,,HSIP,HSIP 7808(001),KAY & KAY CONTRACTING LLC,1100720792201,2022-03-24,593821.98,593821.98
Pavement Asset Management,District 11,Laurel,222019,,,FD05,FD05 063 2391 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06323912201,2022-02-24,77378.33,77378.33
Pavement Asset Management,District 11,Whitley,222166,,,FD05,FD05 118 0312 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP11803122201,2022-02-24,253115.0,253115.0
Safety,District 11,Whitley,224303,11-09015.00,,HSIP,HSIP 5152(006),BLUEGRASS CONTRACTING CORPORATION,1111800252201,2022-02-24,2489775.0,2008795.16
Safety,District 11,Whitley,224303,11-09012.00,,HSIP,HSIP 5152(005),BLUEGRASS CONTRACTING CORPORATION,1111800252202,2022-02-24,2489775.0,480979.81
Miscellaneous,District 11,Various,222251,,,FE01,FE01 121 DW22 0110000,OGLESBY CONSTRUCTION INC,MP12100002211,2022-02-24,2141921.75,2141921.75
Pavement Asset Management,District 11,Clay,222014,,,FD05,FD05 026 0421 000-006,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02604212201,2022-01-27,389684.15,389684.15
Pavement Asset Management,District 11,Clay,222157,,,FD05,FD05 026 0873 000-004,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02608732201,2022-01-27,385554.47,385554.47
Pavement Asset Management,District 11,Laurel,222145,,,FD05,FD05 063 0025 019-024,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06300252201,2022-01-27,671076.59,671076.59
Pavement Asset Management,District 11,Harlan,222161,,,FD05,FD05 048 3099 000-002,MOUNTAIN ENTERPRISES INC,MP04830992101,2022-01-27,156588.95,156588.95
Highway Improvement,District 11,Whitley,221003,11-20019.00,,NHPP,NHPP IM 0752(103),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,DE11800752150,2022-01-27,3380465.09,3380465.09
Bridge Asset Management,District 11,Clay,225230,11-10065.00,"STP, BRZ",,STP BRZ 9030 (275),CENTRAL BRIDGE CO LLC,BR02612981900,2022-01-27,872924.45,550015.88
Bridge Asset Management,District 11,Clay,225230,11-10124.00,"STP, BRZ",,STP BRZ 9030 (321),CENTRAL BRIDGE CO LLC,BR02606382200,2022-01-27,872924.45,180306.65
Bridge Asset Management,District 11,Clay,225230,11-10094.00,"STP, BRZ",,STP BRZ 9030 (320),CENTRAL BRIDGE CO LLC,BR02614822200,2022-01-27,872924.45,142601.92
Pavement Asset Management,District 11,Clay,212489,,,FD05,FD05 026 9006 010-014,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02690062101,2021-12-10,579756.48,579756.48
Pavement Asset Management,District 11,Laurel,212511,,,FD05,FD05 063 0030 005-010,STRAWSER CONSTRUCTION INC,MP06300302101,2021-12-10,644889.3,644889.3
Pavement Asset Management,District 11,Bell,212497,11-20037.00,,FD04,FD04 007 025E 002-003,BLUEGRASS CONTRACTING CORPORATION,MP007025E2102,2021-12-10,768890.0,768890.0
Pavement Asset Management,District 11,Knox,212463,,,FD05,FD05 061 025E 000-006,STRAWSER CONSTRUCTION INC,MP061025E2102,2021-12-10,1241346.24,1241346.24
Bridge Asset Management,District 11,Various,215220,11-10013.00,,FD04,FD04 048 0179 000-001,KAY & KAY CONTRACTING LLC,BR04801792100,2021-11-19,3274807.87,358500.79
Bridge Asset Management,District 11,Various,215220,11-10069.00,,FD04,FD04 048 1118 000-001,KAY & KAY CONTRACTING LLC,BR04811182000,2021-11-19,3274807.87,252025.83
Bridge Asset Management,District 11,Various,215220,11-10067.00,,FD04,FD04 066 1151 000-001,KAY & KAY CONTRACTING LLC,BR06611512100,2021-11-19,3274807.87,663308.96
Bridge Asset Management,District 11,Various,215220,11-10049.00,,FD04,FD04 066 0406 000-001,KAY & KAY CONTRACTING LLC,BR06604061900,2021-11-19,3274807.87,680003.98
Bridge Asset Management,District 11,Various,215220,11-10055.00,,FD04,FD04 048 1215 000-001,KAY & KAY CONTRACTING LLC,BR04812151900,2021-11-19,3274807.87,326088.31
Bridge Asset Management,District 11,Various,215220,11-10051.00,,FD04,FD04 066 1210 000-001,KAY & KAY CONTRACTING LLC,BR06612102100,2021-11-19,3274807.87,564975.62
Bridge Asset Management,District 11,Various,215220,11-10104.00,,FD04,FD04 066 1271 000-001,KAY & KAY CONTRACTING LLC,BR06612711900,2021-11-19,3274807.87,429904.39
Pavement Asset Management,District 11,Whitley,212454,,,FD05,FD05 118 0090 000-003,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP11800902101,2021-11-19,457324.3,457324.3
Miscellaneous,District 11,Whitley,212434,11-04421.00,,FD04,FD04 118 0026 000-001,GEORGE B STONE CO LLC,MP11800262104,2021-11-19,658556.25,43839.92
Miscellaneous,District 11,Whitley,212434,11-04423.00,,FD04,FD04 118 0779 009-010,GEORGE B STONE CO LLC,MP11807792101,2021-11-19,658556.25,100428.68
Miscellaneous,District 11,Whitley,212434,11-04369.00,,FD04,FD04 118 1064 014-016,GEORGE B STONE CO LLC,MP11810642102,2021-11-19,658556.25,221994.43
Miscellaneous,District 11,Whitley,212434,11-04372.00,,FD04,FD04 118 0026 000-001,GEORGE B STONE CO LLC,MP11800262102,2021-11-19,658556.25,44271.38
Miscellaneous,District 11,Whitley,212434,11-04375.00,,FD04,FD04 118 0026 000-001,GEORGE B STONE CO LLC,MP11800262103,2021-11-19,658556.25,109466.75
Miscellaneous,District 11,Whitley,212434,11-04420.00,,FD04,FD04 118 1064 005-006,GEORGE B STONE CO LLC,MP11810642101,2021-11-19,658556.25,138555.07
Rural Roads Projects,District 11,Bell,213204,,,CB06,CB06 007 1491 000-003,HINKLE CONTRACTING COMPANY LLC,1100714912102,2021-11-19,634760.7,261307.29
Rural Roads Projects,District 11,Bell,213204,,,CB06,CB06 007 3482 000-002,HINKLE CONTRACTING COMPANY LLC,1100734822104,2021-11-19,634760.7,110214.16
Rural Roads Projects,District 11,Bell,213204,,,CB06,CB06 007 1630 000-002,HINKLE CONTRACTING COMPANY LLC,1100716302103,2021-11-19,634760.7,105327.48
Rural Roads Projects,District 11,Bell,213204,,,CB06,CB06 007 0988 000-002,HINKLE CONTRACTING COMPANY LLC,1100709882101,2021-11-19,634760.7,157911.77
Rural Roads Projects,District 11,Laurel,213190,,,CB06,CB06 063 1956 006-011,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106319562101,2021-10-22,1637287.78,478581.73
Rural Roads Projects,District 11,Laurel,213190,,,CB06,CB06 063 1189 003-007,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106311892101,2021-10-22,1637287.78,332890.25
Rural Roads Projects,District 11,Laurel,213190,,,CB06,CB06 063 0578 006-011,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106305782101,2021-10-22,1637287.78,347477.76
Rural Roads Projects,District 11,Laurel,213190,,,CB06,CB06 063 3497 001-007,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106334972101,2021-10-22,1637287.78,478338.03
Rural Roads Projects,District 11,Knox,213192,,,CB06,CB06 061 0233 000-002,HINKLE CONTRACTING COMPANY LLC,1106102332101,2021-10-22,534612.93,152745.8
Rural Roads Projects,District 11,Knox,213192,,,CB06,CB06 061 0459 005-008,HINKLE CONTRACTING COMPANY LLC,1106104592103,2021-10-22,534612.93,190760.15
Rural Roads Projects,District 11,Knox,213192,,,CB06,CB06 061 1809 002-005,HINKLE CONTRACTING COMPANY LLC,1106118092102,2021-10-22,534612.93,191106.98
Pavement Asset Management,District 11,Knox,212418,,,FD05,FD05 061 0830 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06108302101,2021-10-22,80648.0,80648.0
Pavement Asset Management,District 11,Bell,212419,,,FD05,FD05 007 3502 000-001,HINKLE CONTRACTING COMPANY LLC,MP00735022101,2021-10-22,97934.2,97934.2
Pavement Asset Management,District 11,Harlan,212427,,,FD05,FD05 048 0221 008-012,MOUNTAIN ENTERPRISES INC,MP04802212101,2021-10-22,361714.7,361714.7
Miscellaneous,District 11,Laurel,212406,11-04418.00,,FD04,FD04 063 3007 000-002,JAG INC,MP06330072102,2021-10-22,49661.5,49661.5
Pavement Asset Management,District 11,Whitley,212414,,,FD05,FD05 118 0011 000-003,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP11800112101,2021-10-22,252375.41,252375.41
Pavement Asset Management,District 11,Whitley,212415,,,FD05,FD05 118 0026 000-004,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP11800262105,2021-10-22,411537.11,411537.11
Pavement Asset Management,District 11,Laurel,212099,,,FD05,FD05 063 0080 015-020,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06300802101,2021-09-24,535724.95,535724.95
Pavement Asset Management,District 11,Clay,212104,,,FD05,FD05 026 0066 028-033,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02600662101,2021-09-24,485962.44,485962.44
Pavement Asset Management,District 11,Bell,212366,,,FD05,FD05 007 0987 010-014,HINKLE CONTRACTING COMPANY LLC,MP00709872101,2021-09-24,302933.34,302933.34
Rural Roads Projects,District 11,Jackson,213173,,,CB06,CB06 055 0577 003-006,THE ALLEN COMPANY INC,1105505772101,2021-09-24,1077120.45,278668.76
Rural Roads Projects,District 11,Jackson,213173,,,CB06,CB06 055 0577 008-011,THE ALLEN COMPANY INC,1105505772102,2021-09-24,1077120.45,231301.74
Rural Roads Projects,District 11,Jackson,213173,,,CB06,CB06 055 0578 002-005,THE ALLEN COMPANY INC,1105505782101,2021-09-24,1077120.45,209787.09
Rural Roads Projects,District 11,Jackson,213173,,,CB06,CB06 055 3447 000-004,THE ALLEN COMPANY INC,1105534472101,2021-09-24,1077120.45,357362.86
Rural Roads Projects,District 11,Whitley,213189,,,CB06,CB06 118 0478 004-008,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111804782101,2021-09-24,404490.52,295814.37
Rural Roads Projects,District 11,Whitley,213189,,,CB06,CB06 118 0779 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111807792102,2021-09-24,404490.52,108676.15
Bridge Asset Management,District 11,Whitley,215211,11-10045.00,,FD04,FD04 118 0025 006-007,BUSH & BURCHETT INC,BR11800252101,2021-09-24,8294955.0,4016793.56
Bridge Asset Management,District 11,Whitley,215211,11-10044.00,,FD04,FD04 118 0025 005-006,BUSH & BURCHETT INC,BR11800252100,2021-09-24,8294955.0,3834558.76
Bridge Asset Management,District 11,Whitley,215211,11-10035.00,,FD04,FD04 118 2996 003-004,BUSH & BURCHETT INC,BR11829962100,2021-09-24,8294955.0,443602.68
Miscellaneous,District 11,Jackson,212398,11-04307.00,,FD04,FD04 055 0290 004-005,GEORGE B STONE CO LLC,MP05502902104,2021-09-24,399441.25,63692.45
Miscellaneous,District 11,Jackson,212398,11-04308.00,,FD04,FD04 055 0290 004-005,GEORGE B STONE CO LLC,MP05502902105,2021-09-24,399441.25,117069.05
Miscellaneous,District 11,Jackson,212398,11-04425.00,,FD04,FD04 055 0290 001-002,GEORGE B STONE CO LLC,MP05502902101,2021-09-24,399441.25,47866.8
Miscellaneous,District 11,Jackson,212398,11-04304.00,,FD04,FD04 055 0290 001-002,GEORGE B STONE CO LLC,MP05502902102,2021-09-24,399441.25,62993.38
Miscellaneous,District 11,Jackson,212398,11-04306.00,,FD04,FD04 055 0290 003-005,GEORGE B STONE CO LLC,MP05502902103,2021-09-24,399441.25,107819.56
Highway Improvement,District 11,Laurel,211332,11-01094.00,,FD04,FD04 063 1341 001-002,IRVINE CONTRACTING LIMITED LIABILITY COMPANY,DE06313412131,2021-09-24,420106.71,420106.71
Highway Improvement,District 11,Clay,211340,11-20002.00,,FD04,FD04 026 9006 015-020,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,DE02690062140,2021-09-24,3677583.77,3677583.77
Pavement Asset Management,District 11,Whitley,212367,,,FD05,FD05 118 0006 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP11800062101,2021-09-24,134738.65,134738.65
Safety,District 11,Various,212334,11-00978.00,,HSIP,HSIP 9010 (411),GEORGE B STONE CO LLC,MP11812592101,2021-08-20,144150.0,47741.62
Safety,District 11,Various,212334,11-00977.00,,HSIP,HSIP 9010 (410),GEORGE B STONE CO LLC,MP06134382101,2021-08-20,144150.0,96408.38
Miscellaneous,District 11,Various,212307,11-04419.00,,FD04,FD04 066 0406 003-005,GEORGE B STONE CO LLC,MP06604062101,2021-08-20,167500.0,103525.69
Miscellaneous,District 11,Various,212307,11-04424.00,,FD04,FD04 007 0190 016-018,GEORGE B STONE CO LLC,MP00701902101,2021-08-20,167500.0,63974.31
Pavement Asset Management,District 11,Laurel,212340,,,FD05,FD05 063 0025 000-010,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06300252101,2021-08-20,2597380.1,2597380.1
Rural Roads Projects,District 11,Leslie,213133,,,CB06,CB06 066 0257 009-012,MOUNTAIN ENTERPRISES INC,1106602572201,2021-08-20,977377.0,227409.4
Rural Roads Projects,District 11,Leslie,213133,,,CB06,CB06 066 2058 002-005,MOUNTAIN ENTERPRISES INC,1106620582201,2021-08-20,977377.0,195192.41
Rural Roads Projects,District 11,Leslie,213133,,,CB06,CB06 066 3427 010-012,MOUNTAIN ENTERPRISES INC,1106634272201,2021-08-20,977377.0,179791.37
Rural Roads Projects,District 11,Leslie,213133,,,CB06,CB06 066 1482 005-008,MOUNTAIN ENTERPRISES INC,1106614822201,2021-08-20,977377.0,186591.82
Rural Roads Projects,District 11,Leslie,213133,,,CB06,CB06 066 2008 001-004,MOUNTAIN ENTERPRISES INC,1106620082201,2021-08-20,977377.0,188391.99
Rural Roads Projects,District 11,Clay,213132,,,CB06,CB06 026 1524 002-004,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102615242201,2021-07-23,1071484.39,211393.98
Rural Roads Projects,District 11,Clay,213132,,,CB06,CB06 026 0638 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102606382201,2021-07-23,1071484.39,148002.31
Rural Roads Projects,District 11,Clay,213132,,,CB06,CB06 026 3476 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102634762201,2021-07-23,1071484.39,154272.66
Rural Roads Projects,District 11,Clay,213132,,,CB06,CB06 026 0149 000-005,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102601492201,2021-07-23,1071484.39,460073.85
Rural Roads Projects,District 11,Clay,213132,,,CB06,CB06 026 1709 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102617092201,2021-07-23,1071484.39,97741.58
Safety,District 11,Laurel,214110,,,FE04,FE04 063 0025 012-013,DAVIS H ELLIOT CONSTRUCTION COMPANY INC,1106300252101,2021-07-23,211100.0,211100.0
Pavement Asset Management,District 11,Bell,212266,,,FD05,FD05 007 0066 017-019,HINKLE CONTRACTING COMPANY LLC,MP00700662101,2021-07-23,85591.2,85591.2
Safety,District 11,Harlan,215207,11-09016.00,,HSIP,HSIP 5284 (008),JAVE LLC,1104800382101,2021-07-23,1975290.24,615088.91
Bridge Asset Management,District 11,Harlan,215207,11-10012.00,"STP, BRZ",,STP BRZ 9030 (307),JAVE LLC,BR04800722100,2021-07-23,1975290.24,1360201.33
Pavement Asset Management,District 11,Harlan,212264,,ER,,ER 9020(333),RICHARD GOETTLE INC,MP04804212101,2021-07-23,5858000.0,5858000.0
Safety,District 11,Laurel,211327,11-09009.00,,HSIP,HSIP 5318 (004),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,DE06304902022,2021-07-23,2691754.41,2691754.41
Pavement Asset Management,District 11,Laurel,212094,,,FD05,FD05 063 0192 003-013,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06301922101,2021-06-25,1424484.45,1424484.45
Pavement Asset Management,District 11,Whitley,212242,,,FD05,FD05 118 0026 003-006,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP11800262101,2021-06-25,204485.18,204485.18
Bridge Asset Management,District 11,Various,212963,,,FE02,FE02 026 1371 B00057N 00.04,DELONG CONCRETE LLC,MB02613712101,2021-06-25,985660.43,368604.46
Bridge Asset Management,District 11,Various,212963,,,FE02,FE02 063 0472 B00063N 09.95,DELONG CONCRETE LLC,MB06304722101,2021-06-25,985660.43,133731.02
Bridge Asset Management,District 11,Various,212963,,,FE02,FE02 061 0229 B00012N 03.95,DELONG CONCRETE LLC,MB06102292101,2021-06-25,985660.43,141573.42
Bridge Asset Management,District 11,Various,212963,,,FE02,FE02 026 0577 B00092N 06.06,DELONG CONCRETE LLC,MB02605772101,2021-06-25,985660.43,125219.51
Bridge Asset Management,District 11,Various,212963,,,FE02,FE02 061 0459 B00049N 00.95,DELONG CONCRETE LLC,MB06104592101,2021-06-25,985660.43,104413.23
Bridge Asset Management,District 11,Various,212963,,,FE02,FE02 066 0699 B00033N 01.97,DELONG CONCRETE LLC,MB06606992101,2021-06-25,985660.43,112118.78
Pavement Asset Management,District 11,Bell,212208,11-20036.00,,FD04,FD04 007 025E 014-015,BLUEGRASS CONTRACTING CORPORATION,MP007025E2101,2021-04-23,516520.0,516520.0
Rural Roads Projects,District 11,Whitley,213085,,,CB06,CB06 118 0628 003-006,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111806282003,2021-04-23,775874.6,187159.38
Rural Roads Projects,District 11,Whitley,213085,,,CB06,CB06 118 0511 005-008,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111805112004,2021-04-23,775874.6,201472.04
Rural Roads Projects,District 11,Whitley,213085,,,CB06,CB06 118 3423 002-005,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111834232006,2021-04-23,775874.6,61935.82
Rural Roads Projects,District 11,Whitley,213085,,,CB06,CB06 118 1064 009-015,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111810642005,2021-04-23,775874.6,82136.43
Rural Roads Projects,District 11,Whitley,213085,,,CB06,CB06 118 2986 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111829862001,2021-04-23,775874.6,36524.55
Rural Roads Projects,District 11,Whitley,213085,,,CB06,CB06 118 0478 001-005,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1111804782002,2021-04-23,775874.6,206646.39
Safety,District 11,Bell,212178,11-09021.00,,HSIP,HSIP 5149 (007),GEORGE B STONE CO LLC,MP00700922101,2021-04-23,79154.0,54556.99
Safety,District 11,Bell,212178,11-09022.00,,HSIP,HSIP 9010 (438),GEORGE B STONE CO LLC,MP00704412101,2021-04-23,79154.0,24597.01
Rural Roads Projects,District 11,Knox,213081,,,CB06,CB06 061 0233 004-007,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106102332001,2021-04-23,788660.2,162473.55
Rural Roads Projects,District 11,Knox,213081,,,CB06,CB06 061 0459 008-010,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106104592002,2021-04-23,788660.2,150795.37
Rural Roads Projects,District 11,Knox,213081,,,CB06,CB06 061 1809 000-003,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106118092003,2021-04-23,788660.2,191546.94
Rural Roads Projects,District 11,Knox,213081,,,CB06,CB06 061 3439 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106134392005,2021-04-23,788660.2,167456.3
Rural Roads Projects,District 11,Knox,213081,,,CB06,CB06 061 1304 009-010,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106113042006,2021-04-23,788660.2,83133.0
Rural Roads Projects,District 11,Knox,213081,,,CB06,CB06 061 2408 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1106124082004,2021-04-23,788660.2,33255.04
Rural Roads Projects,District 11,Leslie,213082,,,CB06,CB06 066 3427 00-011,MOUNTAIN ENTERPRISES INC,1106634272101,2021-04-23,417888.95,221137.77
Rural Roads Projects,District 11,Leslie,213082,,,CB06,CB06 066 0257 000-001,MOUNTAIN ENTERPRISES INC,1106602572101,2021-04-23,417888.95,50133.85
Rural Roads Projects,District 11,Leslie,213082,,,CB06,CB06 066 2008 006-009,MOUNTAIN ENTERPRISES INC,1106620082101,2021-04-23,417888.95,146617.33
Pavement Asset Management,District 11,Whitley,212217,,,FD05,FD05 118 1481 000-003,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP11814812101,2021-04-23,221772.9,221772.9
Pavement Asset Management,District 11,Whitley,212218,,,FD05,FD05 118 3422 002-005,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP11834222101,2021-04-23,161363.15,161363.15
Rural Roads Projects,District 11,Clay,213088,,,CB06,CB06 026 0687 013-015,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102606872102,2021-04-23,602581.97,59558.77
Rural Roads Projects,District 11,Clay,213088,,,CB06,CB06 026 0687 000-003,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102606872101,2021-04-23,602581.97,230884.83
Rural Roads Projects,District 11,Clay,213088,,,CB06,CB06 026 0149 009-011,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102601492101,2021-04-23,602581.97,120889.55
Rural Roads Projects,District 11,Clay,213088,,,CB06,CB06 026 0577 007-009,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,1102605772101,2021-04-23,602581.97,191248.82
Pavement Asset Management,District 11,Knox,212088,,,FD05,FD05 061 0011 016-019,HINKLE CONTRACTING COMPANY LLC,MP06100112101,2021-03-19,197702.1,197702.1
Pavement Asset Management,District 11,Knox,212041,,,FD05,FD05 061 2421 000-002,HINKLE CONTRACTING COMPANY LLC,MP06124212101,2021-03-19,603228.25,211950.64
Pavement Asset Management,District 11,Knox,212041,,,FD05,FD05 061 025E 008-010,HINKLE CONTRACTING COMPANY LLC,MP061025E2101,2021-03-19,603228.25,391277.61
Bridge Asset Management,District 11,Clay,215199,11-10039.00,"STP, BRZ",,STP BRZ 9030 (068),M&M SERVICES CO INC,BR02604211901,2021-03-19,309826.98,309826.98
Rural Roads Projects,District 11,Harlan,213043,,,CB06,CB06 048 3455 000-001,MOUNTAIN ENTERPRISES INC,1104834552002,2021-02-19,462777.1,116645.83
Rural Roads Projects,District 11,Harlan,213043,,,CB06,CB06 048 3454 000-001,MOUNTAIN ENTERPRISES INC,1104834542005,2021-02-19,462777.1,28020.97
Rural Roads Projects,District 11,Harlan,213043,,,CB06,CB06 048 2179 000-001,MOUNTAIN ENTERPRISES INC,1104821792003,2021-02-19,462777.1,116386.09
Rural Roads Projects,District 11,Harlan,213043,,,CB06,CB06 048 0522 006-008,MOUNTAIN ENTERPRISES INC,1104805222004,2021-02-19,462777.1,143490.34
Rural Roads Projects,District 11,Harlan,213043,,,CB06,CB06 048 1216 000-001,MOUNTAIN ENTERPRISES INC,1104812162001,2021-02-19,462777.1,58233.88
Bridge Asset Management,District 11,Bell,212953,11-10166.00,STP,,STP 1103(313),SPARTAN CONTRACTING LLC,MB00720142101,2021-02-19,860000.0,291036.07
Bridge Asset Management,District 11,Bell,212953,11-10166.00,STP,,STP 1103(313),SPARTAN CONTRACTING LLC,MB00701862101,2021-02-19,860000.0,116663.35
Bridge Asset Management,District 11,Bell,212953,11-10166.00,STP,,STP 1103(313),SPARTAN CONTRACTING LLC,MB00704412101,2021-02-19,860000.0,73663.28
Bridge Asset Management,District 11,Bell,212953,11-10166.00,STP,,STP 1103(313),SPARTAN CONTRACTING LLC,MB00720152101,2021-02-19,860000.0,304974.02
Bridge Asset Management,District 11,Bell,212953,11-10166.00,STP,,STP 1103(313),SPARTAN CONTRACTING LLC,MB00704412102,2021-02-19,860000.0,73663.28
