"DISTRICT","COUNTY","SYP_NO","ROUTE_PREFIX","ROUTE_NO","ROUTE","TYPE_WORK","BMP","EMP","DESCRIPTION","BRIDGE_ID","ENACT_INITIAL_YEAR","ENACT_YEAR","ENACT_PHASE","FUND_CODE","RSY_FUND","RSY_YEAR","LATEST_LETTING_DATE","AWARDED","NUMBER_OF_LETTINGS"
"District 11","Laurel","11-00179.00","I","75","I-75","REST AREA REHAB(P)","33.3","33.6","EXPAND TRUCK PARKING AT I-75 NB TRUCK REST HAVEN.","","2022","2026","C","NH","1160000","2026","","",""
"District 11","Laurel","11-00180.00","I","75","I-75","REST AREA REHAB(P)","33.6","34.1","EXPAND TRUCK PARKING AT I-75 SB TRUCK REST HAVEN.","","2022","2026","C","NH","1160000","2026","","",""
"District 11","Laurel","11-04380.00","KY","2041","KY-2041","SAF-GUARDRAIL(P)","0.75","0.85","INSTALL GUARDRAIL ON KY-2041   IN LAUREL COUNTY","","2020","2026","C","GR","30000","2026","","",""
"District 11","Laurel","11-04381.00","KY","312","KY-312","SAF-GUARDRAIL(P)","4.62","4.68","INSTALL GUARDRAIL ON KY-312   IN LAUREL COUNTY","","2020","2026","C","GR","20000","2026","","",""
"District 11","Laurel","11-04382.00","KY","312","KY-312","SAF-GUARDRAIL(P)","6.07","6.15","INSTALL GUARDRAIL ON KY-312   IN LAUREL COUNTY","","2020","2026","C","GR","20000","2026","","",""
"District 11","Laurel","11-04383.00","KY","312","KY-312","SAF-GUARDRAIL(P)","6.18","6.22","INSTALL GUARDRAIL ON KY-312   IN LAUREL COUNTY","","2020","2026","C","GR","10000","2026","","",""
"District 11","Laurel","11-04407.00","KY","363","KY-363","SAF-GUARDRAIL(P)","2.78","3.45","INSTALL GUARDRAIL ON KY-363 IN LAUREL COUNTY","","2020","2026","C","GR","142000","2026","","",""
"District 11","Laurel","11-08515.00","US","25","US-25","DESIGN ENGINEERING(O)","0.0","10.475","IMPROVE CONNECTIVITY BETWEEN CORBIN AND LONDON FROM KY-1006 TO US-25E. (08CCN) (2024CCR)","","2008","2026","D","STP","2000000","2027","","",""
"District 11","Laurel","11-08515.00","US","25","US-25","DESIGN ENGINEERING(O)","0.0","10.475","IMPROVE CONNECTIVITY BETWEEN CORBIN AND LONDON FROM KY-1006 TO US-25E. (08CCN) (2024CCR)","","2008","2026","R","STP","16800000","2028","","",""
"District 11","Laurel","11-08515.00","US","25","US-25","DESIGN ENGINEERING(O)","0.0","10.475","IMPROVE CONNECTIVITY BETWEEN CORBIN AND LONDON FROM KY-1006 TO US-25E. (08CCN) (2024CCR)","","2008","2026","U","STP","14560000","2030","","",""
"District 11","Laurel","11-08515.00","US","25","US-25","DESIGN ENGINEERING(O)","0.0","10.475","IMPROVE CONNECTIVITY BETWEEN CORBIN AND LONDON FROM KY-1006 TO US-25E. (08CCN) (2024CCR)","","2008","2026","C","STP","6000000","2032","","",""
"District 11","Laurel","11-08811.00","CR","1221","CR-1221","BRIDGE REPLACEMENT(P)","1.0","1.08","REPLACE BRIDGE LOCATED ON LILY ROAD (CR 1221) (MP 1.045) (AREA ADJACENT TO FARISTON INDUSTRIAL PARK WITH NEW ROADWAY ALIGNMENT). (14CCN)(18CCN)","","2014","2026","C","SPP","1830000","2029","","",""
"District 11","Laurel","11-08909.00","HR","9006","HR-9006","RECONSTRUCTION(O)","7.877","10.593","IMPROVE THE HAL ROGERS PARKWAY TO INTERSTATE STANDARDS FROM 4.0 MI EAST OF KY 192 TO LAUREL/CLAY CO. LINE. (I-75 TO HAZARD) (16CCN)(18CCR) (2024CCR)","","2016","2026","R","NH","2680000","2030","","",""
"District 11","Laurel","11-08909.00","HR","9006","HR-9006","RECONSTRUCTION(O)","7.877","10.593","IMPROVE THE HAL ROGERS PARKWAY TO INTERSTATE STANDARDS FROM 4.0 MI EAST OF KY 192 TO LAUREL/CLAY CO. LINE. (I-75 TO HAZARD) (16CCN)(18CCR) (2024CCR)","","2016","2026","C","SPP","32850000","2032","","",""
"District 11","Laurel","11-08909.00","HR","9006","HR-9006","RECONSTRUCTION(O)","7.877","10.593","IMPROVE THE HAL ROGERS PARKWAY TO INTERSTATE STANDARDS FROM 4.0 MI EAST OF KY 192 TO LAUREL/CLAY CO. LINE. (I-75 TO HAZARD) (16CCN)(18CCR) (2024CCR)","","2016","2026","D","NH","1170000","2028","","",""
"District 11","Laurel","11-08909.00","HR","9006","HR-9006","RECONSTRUCTION(O)","7.877","10.593","IMPROVE THE HAL ROGERS PARKWAY TO INTERSTATE STANDARDS FROM 4.0 MI EAST OF KY 192 TO LAUREL/CLAY CO. LINE. (I-75 TO HAZARD) (16CCN)(18CCR) (2024CCR)","","2016","2026","U","NH","1170000","2030","","",""
"District 11","Laurel","11-10042.00","KY","490","KY-490","AM-BRIDGE (P)","11.502","11.509","BRIDGE PROJECT IN LAUREL COUNTY ON (063B00004N) KY-490 AT ROCKCASTLE RIVER","063B00004N","2018","2026","C","BRZ","3213675","2027","","",""
"District 11","Laurel","11-10042.00","KY","490","KY-490","AM-BRIDGE (P)","11.502","11.509","BRIDGE PROJECT IN LAUREL COUNTY ON (063B00004N) KY-490 AT ROCKCASTLE RIVER","063B00004N","2018","2026","D","BRZ","482051","2027","","",""
"District 11","Laurel","11-10209.00","KY","472","KY-472","AM-BRIDGE (P)","9.939","9.963","BRIDGE PROJECT IN LAUREL COUNTY ON (063B00062N) KY-472 AT S.FK.ROCKCASTLE RVR","063B00062N","2022","2026","C","BRX","1465399","2032","","",""
"District 11","Laurel","11-10209.00","KY","472","KY-472","AM-BRIDGE (P)","9.939","9.963","BRIDGE PROJECT IN LAUREL COUNTY ON (063B00062N) KY-472 AT S.FK.ROCKCASTLE RVR","063B00062N","2022","2026","D","BRX","219810","2032","","",""
"District 11","Laurel","11-10211.00","KY","552","KY-552","AM-BRIDGE (P)","4.86","4.872","BRIDGE PROJECT IN LAUREL COUNTY ON (063B00101N) KY-552 AT LITTLE LAUREL RIVER (2026CCR)","063B00101N","2022","2026","D","BRZ","121611","2031","","",""
"District 11","Laurel","11-10211.00","KY","552","KY-552","AM-BRIDGE (P)","4.86","4.872","BRIDGE PROJECT IN LAUREL COUNTY ON (063B00101N) KY-552 AT LITTLE LAUREL RIVER (2026CCR)","063B00101N","2022","2026","C","BRZ","810738","2031","","",""
"District 11","Laurel","11-20038.00","KY","192","KY-192","AM-PAVEMENT (PRI)(P)","20.2","22.041","ADDRESS CONDITION OF KY-192 FROM MILEPOINT 20.2 TO MILEPOINT 22.041","","2024","2026","D","STP","440000","2029","","",""
"District 11","Laurel","11-20038.00","KY","192","KY-192","AM-PAVEMENT (PRI)(P)","20.2","22.041","ADDRESS CONDITION OF KY-192 FROM MILEPOINT 20.2 TO MILEPOINT 22.041","","2024","2026","C","STP","5060000","2029","","",""
"District 11","Laurel","11-22196.00","HR","9006","HR-9006","PAVEMENT REHAB-PRK(P)","4.17","8.8","ADDRESS CONDITION OF Hal Rogers Daniel Boone Parkway FROM MILEPOINT 4.169 TO MILEPOINT 8.8","","2022","2026","C","STP","2921514","2032","","",""
"District 11","Laurel","11-22196.00","HR","9006","HR-9006","PAVEMENT REHAB-PRK(P)","4.17","8.8","ADDRESS CONDITION OF Hal Rogers Daniel Boone Parkway FROM MILEPOINT 4.169 TO MILEPOINT 8.8","","2022","2026","D","STP","290000","2032","","",""
"District 11","Laurel","11-80154.00","HR","9006","HR-9006","SAFETY(P)","5.05","5.1","ADDRESS ACCESS AND SAFETY ISSUES AT THE INTERSECTION OF KY 80 AND PAYNE TRAIL AND BUSH ELEMENTARY SCHOOL BY CONSTRUCTING A CONNECTOR ROAD FROM HAL ROGERS PARKWAY (HR 9006) TO KY 6264 (PAYNE TRAIL). (2020CCN) (2022CCN)","","2020","2026","D","SPP","120000","2027","","",""
"District 11","Laurel","11-80154.00","HR","9006","HR-9006","SAFETY(P)","5.05","5.1","ADDRESS ACCESS AND SAFETY ISSUES AT THE INTERSECTION OF KY 80 AND PAYNE TRAIL AND BUSH ELEMENTARY SCHOOL BY CONSTRUCTING A CONNECTOR ROAD FROM HAL ROGERS PARKWAY (HR 9006) TO KY 6264 (PAYNE TRAIL). (2020CCN) (2022CCN)","","2020","2026","C","SPP","630000","2031","","",""
"District 11","Laurel","11-80154.00","HR","9006","HR-9006","SAFETY(P)","5.05","5.1","ADDRESS ACCESS AND SAFETY ISSUES AT THE INTERSECTION OF KY 80 AND PAYNE TRAIL AND BUSH ELEMENTARY SCHOOL BY CONSTRUCTING A CONNECTOR ROAD FROM HAL ROGERS PARKWAY (HR 9006) TO KY 6264 (PAYNE TRAIL). (2020CCN) (2022CCN)","","2020","2026","R","SPP","890000","2029","","",""
"District 11","Laurel","11-80154.00","HR","9006","HR-9006","SAFETY(P)","5.05","5.1","ADDRESS ACCESS AND SAFETY ISSUES AT THE INTERSECTION OF KY 80 AND PAYNE TRAIL AND BUSH ELEMENTARY SCHOOL BY CONSTRUCTING A CONNECTOR ROAD FROM HAL ROGERS PARKWAY (HR 9006) TO KY 6264 (PAYNE TRAIL). (2020CCN) (2022CCN)","","2020","2026","U","SPP","40000","2030","","",""
"District 11","Laurel","11-80312.00","KY","638","KY-638","SAFETY(P)","2.0","2.86","Improve the geometrics of a curve, widen a drainage structure, and provide turn lanes to Johnson Elementary School on KY 638 (2024CCN)","","2024","2026","R","SPP","1060000","2029","","",""
"District 11","Laurel","11-80312.00","KY","638","KY-638","SAFETY(P)","2.0","2.86","Improve the geometrics of a curve, widen a drainage structure, and provide turn lanes to Johnson Elementary School on KY 638 (2024CCN)","","2024","2026","D","SPP","210000","2026","","",""
"District 11","Laurel","11-80312.00","KY","638","KY-638","SAFETY(P)","2.0","2.86","Improve the geometrics of a curve, widen a drainage structure, and provide turn lanes to Johnson Elementary School on KY 638 (2024CCN)","","2024","2026","C","SPP","2270000","2030","","",""
"District 11","Laurel","11-80312.00","KY","638","KY-638","SAFETY(P)","2.0","2.86","Improve the geometrics of a curve, widen a drainage structure, and provide turn lanes to Johnson Elementary School on KY 638 (2024CCN)","","2024","2026","U","SPP","710000","2029","","",""
"District 11","Laurel","11-80357.00","KY","192","KY-192","MAJOR WIDENING(O)","16.61","18.08","Widen KY 192 from Mallard Drive to Esquire Lane, address horizontal and vertical alignment as needed (MP 16.61 - 18.08) (2024CCN)","","2024","2026","D","SPP","1300000","2027","","",""
"District 11","Laurel","11-80357.00","KY","192","KY-192","MAJOR WIDENING(O)","16.61","18.08","Widen KY 192 from Mallard Drive to Esquire Lane, address horizontal and vertical alignment as needed (MP 16.61 - 18.08) (2024CCN)","","2024","2026","U","SPP","1750000","2031","","",""
"District 11","Laurel","11-80357.00","KY","192","KY-192","MAJOR WIDENING(O)","16.61","18.08","Widen KY 192 from Mallard Drive to Esquire Lane, address horizontal and vertical alignment as needed (MP 16.61 - 18.08) (2024CCN)","","2024","2026","C","SPP","9000000","2032","","",""
"District 11","Laurel","11-80357.00","KY","192","KY-192","MAJOR WIDENING(O)","16.61","18.08","Widen KY 192 from Mallard Drive to Esquire Lane, address horizontal and vertical alignment as needed (MP 16.61 - 18.08) (2024CCN)","","2024","2026","R","SPP","7000000","2030","","",""
"District 11","Laurel","11-80402.00","KY","1535","KY-1535","RECONSTRUCTION(O)","1.47","1.9","Reconstruct curve and address geometric deficiencies and safety on KY-1535 (2026CCN)","","2026","2026","R","SPP","1000000","2026","","",""
"District 11","Laurel","11-80402.00","KY","1535","KY-1535","RECONSTRUCTION(O)","1.47","1.9","Reconstruct curve and address geometric deficiencies and safety on KY-1535 (2026CCN)","","2026","2026","U","SPP","400000","2027","","",""
"District 11","Laurel","11-80402.00","KY","1535","KY-1535","RECONSTRUCTION(O)","1.47","1.9","Reconstruct curve and address geometric deficiencies and safety on KY-1535 (2026CCN)","","2026","2026","D","SPP","350000","2026","","",""
"District 11","Laurel","11-80402.00","KY","1535","KY-1535","RECONSTRUCTION(O)","1.47","1.9","Reconstruct curve and address geometric deficiencies and safety on KY-1535 (2026CCN)","","2026","2026","C","SPP","1250000","2029","","",""
"District 11","Laurel","11-80403.00","PF","9999","PF-9999","NEW ROUTE(O)","","","New construction to extend KY 3006 from 16th Street to the intersection of KY 1006 and Myers Baker Road (2026CCN)","","2026","2026","D","SPP","1500000","2029","","",""
"District 11","Laurel","11-80403.00","PF","9999","PF-9999","NEW ROUTE(O)","","","New construction to extend KY 3006 from 16th Street to the intersection of KY 1006 and Myers Baker Road (2026CCN)","","2026","2026","R","SPP","5000000","2030","","",""
"District 11","Laurel","11-80403.00","PF","9999","PF-9999","NEW ROUTE(O)","","","New construction to extend KY 3006 from 16th Street to the intersection of KY 1006 and Myers Baker Road (2026CCN)","","2026","2026","C","SPP","17500000","2031","","",""
"District 11","Laurel","11-80403.00","PF","9999","PF-9999","NEW ROUTE(O)","","","New construction to extend KY 3006 from 16th Street to the intersection of KY 1006 and Myers Baker Road (2026CCN)","","2026","2026","U","SPP","4000000","2030","","",""
"District 11","Laurel","11-80409.00","US","25","US-25","MINOR WIDENING(O)","13.556","16.7","Widen US25 to a three-lane typical section with a center two-way left-turn lane. Access management with sidewalk. Concept A from the 11-181 planning study (2026CCN)","","2026","2026","C","STP","10000000","2031","","",""
"District 11","Laurel","11-80409.00","US","25","US-25","MINOR WIDENING(O)","13.556","16.7","Widen US25 to a three-lane typical section with a center two-way left-turn lane. Access management with sidewalk. Concept A from the 11-181 planning study (2026CCN)","","2026","2026","P","STP","250000","2026","","",""
"District 11","Laurel","11-80409.00","US","25","US-25","MINOR WIDENING(O)","13.556","16.7","Widen US25 to a three-lane typical section with a center two-way left-turn lane. Access management with sidewalk. Concept A from the 11-181 planning study (2026CCN)","","2026","2026","R","STP","3150000","2030","","",""
"District 11","Laurel","11-80409.00","US","25","US-25","MINOR WIDENING(O)","13.556","16.7","Widen US25 to a three-lane typical section with a center two-way left-turn lane. Access management with sidewalk. Concept A from the 11-181 planning study (2026CCN)","","2026","2026","D","STP","1050000","2029","","",""
"District 11","Laurel","11-80409.00","US","25","US-25","MINOR WIDENING(O)","13.556","16.7","Widen US25 to a three-lane typical section with a center two-way left-turn lane. Access management with sidewalk. Concept A from the 11-181 planning study (2026CCN)","","2026","2026","U","STP","1050000","2030","","",""
"District 11","Laurel","11-80426.00","KY","363","KY-363","RECONSTRUCTION(O)","10.3","10.88","Reconstruct and address geometric deficiencies and safety on KY 363 (Whitley Street) from KY 2391 to Meyers Baker Road. (2026CCN)","","2026","2026","U","SPP","2750000","2029","","",""
"District 11","Laurel","11-80426.00","KY","363","KY-363","RECONSTRUCTION(O)","10.3","10.88","Reconstruct and address geometric deficiencies and safety on KY 363 (Whitley Street) from KY 2391 to Meyers Baker Road. (2026CCN)","","2026","2026","R","SPP","3500000","2029","","",""
"District 11","Laurel","11-80426.00","KY","363","KY-363","RECONSTRUCTION(O)","10.3","10.88","Reconstruct and address geometric deficiencies and safety on KY 363 (Whitley Street) from KY 2391 to Meyers Baker Road. (2026CCN)","","2026","2026","D","SPP","1000000","2026","","",""
"District 11","Laurel","11-80426.00","KY","363","KY-363","RECONSTRUCTION(O)","10.3","10.88","Reconstruct and address geometric deficiencies and safety on KY 363 (Whitley Street) from KY 2391 to Meyers Baker Road. (2026CCN)","","2026","2026","C","SPP","3500000","2030","","",""
"District 11","Leslie","11-01095.00","US","421","US-421","AM-BRIDGE (P)","18.423","18.437","ADDRESS DEFICIENCIES OF BRIDGE OVER MUNCY CREEK ON US 421 0.5 MILE SOUTH OF TAYLOR MORGAN ROAD (CR 1090).(066B00006N)","066B00006N","2014","2026","C","BRX","1350000","2032","","",""
"District 11","Leslie","11-04320.00","US","421","US-421","SAF-GUARDRAIL(P)","25.86","26.03","INSTALL GUARDRAIL ON US-421   IN LESLIE COUNTY","","2020","2026","C","GR","50000","2026","","",""
"District 11","Leslie","11-04408.00","US","421","US-421","SAF-GUARDRAIL(P)","25.02","25.48","INSTALL GUARDRAIL ON US-421 IN LESLIE COUNTY","","2020","2026","C","GR","99000","2026","","",""
"District 11","Leslie","11-08516.00","KY","1482","KY-1482","NEW ROUTE(O)","0.09","0.19","CONSTRUCT A NEW APPROACH FROM KY-1482 ONTO THE HAL ROGERS PARKWAY AT MP 39. (08CCN)(10CCR)(2011BOPP)(18CCN) (2020CCR) (2022CCR) (2024CCR)","","2008","2026","U","SPP","520000","2030","","",""
"District 11","Leslie","11-08516.00","KY","1482","KY-1482","NEW ROUTE(O)","0.09","0.19","CONSTRUCT A NEW APPROACH FROM KY-1482 ONTO THE HAL ROGERS PARKWAY AT MP 39. (08CCN)(10CCR)(2011BOPP)(18CCN) (2020CCR) (2022CCR) (2024CCR)","","2008","2026","R","SPP","1230000","2030","","",""
"District 11","Leslie","11-08516.00","KY","1482","KY-1482","NEW ROUTE(O)","0.09","0.19","CONSTRUCT A NEW APPROACH FROM KY-1482 ONTO THE HAL ROGERS PARKWAY AT MP 39. (08CCN)(10CCR)(2011BOPP)(18CCN) (2020CCR) (2022CCR) (2024CCR)","","2008","2026","C","SPP","7410000","2031","","",""
"District 11","Leslie","11-08516.00","KY","1482","KY-1482","NEW ROUTE(O)","0.09","0.19","CONSTRUCT A NEW APPROACH FROM KY-1482 ONTO THE HAL ROGERS PARKWAY AT MP 39. (08CCN)(10CCR)(2011BOPP)(18CCN) (2020CCR) (2022CCR) (2024CCR)","","2008","2026","D","SPP","320000","2029","","",""
"District 11","Leslie","11-08912.00","HR","9006","HR-9006","MINOR WIDENING(O)","35.929","44.188","UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: 4 LANE FROM CLAY/LESLIE LINE TO HYDEN SPUR, MP 35.929 TO MP 44.188 (SEGMENT 9). (16CCN)(18CCN) (2024CCR)","","2016","2026","D","NH","1120000","2029","","",""
"District 11","Leslie","11-08912.00","HR","9006","HR-9006","MINOR WIDENING(O)","35.929","44.188","UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: 4 LANE FROM CLAY/LESLIE LINE TO HYDEN SPUR, MP 35.929 TO MP 44.188 (SEGMENT 9). (16CCN)(18CCN) (2024CCR)","","2016","2026","R","NH","12600000","2029","","",""
"District 11","Leslie","11-08912.00","HR","9006","HR-9006","MINOR WIDENING(O)","35.929","44.188","UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: 4 LANE FROM CLAY/LESLIE LINE TO HYDEN SPUR, MP 35.929 TO MP 44.188 (SEGMENT 9). (16CCN)(18CCN) (2024CCR)","","2016","2026","C","NH","94400000","2030","","",""
"District 11","Leslie","11-08912.00","HR","9006","HR-9006","MINOR WIDENING(O)","35.929","44.188","UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: 4 LANE FROM CLAY/LESLIE LINE TO HYDEN SPUR, MP 35.929 TO MP 44.188 (SEGMENT 9). (16CCN)(18CCN) (2024CCR)","","2016","2026","U","NH","9360000","2029","","",""
"District 11","Leslie","11-08913.00","HR","9006","HR-9006","MAJOR WIDENING(O)","44.188","51.026","UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: 4 LANE FROM HYDEN SPUR TO LESLIE/PERRY LINE (SEGMENT 10). (16CCN)(18CCN) (2024CCR)","","2016","2026","R","SPP","10500000","2032","","",""
"District 11","Leslie","11-08913.00","HR","9006","HR-9006","MAJOR WIDENING(O)","44.188","51.026","UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: 4 LANE FROM HYDEN SPUR TO LESLIE/PERRY LINE (SEGMENT 10). (16CCN)(18CCN) (2024CCR)","","2016","2026","C","SPP","73920000","2032","","",""
"District 11","Leslie","11-08913.00","HR","9006","HR-9006","MAJOR WIDENING(O)","44.188","51.026","UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: 4 LANE FROM HYDEN SPUR TO LESLIE/PERRY LINE (SEGMENT 10). (16CCN)(18CCN) (2024CCR)","","2016","2026","U","SPP","7280000","2032","","",""
"District 11","Leslie","11-08913.00","HR","9006","HR-9006","MAJOR WIDENING(O)","44.188","51.026","UPGRADE ROUTE FROM SOMERSET TO HAZARD TO INTERSTATE STANDARDS: 4 LANE FROM HYDEN SPUR TO LESLIE/PERRY LINE (SEGMENT 10). (16CCN)(18CCN) (2024CCR)","","2016","2026","D","NH","1120000","2030","","",""
"District 11","Leslie","11-08951.00","US","421","US-421","SAFETY(P)","21.47","21.486","CONSTRUCT RIGHT TURN LANE ON US 421 AT INTERSECTION WITH KY 80. (16CCN)(18CCN) (2022CCR)","","2016","2026","R","SPP","140000","2029","","",""
"District 11","Leslie","11-08951.00","US","421","US-421","SAFETY(P)","21.47","21.486","CONSTRUCT RIGHT TURN LANE ON US 421 AT INTERSECTION WITH KY 80. (16CCN)(18CCN) (2022CCR)","","2016","2026","C","SPP","1360000","2030","","",""
"District 11","Leslie","11-08951.00","US","421","US-421","SAFETY(P)","21.47","21.486","CONSTRUCT RIGHT TURN LANE ON US 421 AT INTERSECTION WITH KY 80. (16CCN)(18CCN) (2022CCR)","","2016","2026","U","SPP","310000","2029","","",""
"District 11","Leslie","11-10212.00","KY","2058","KY-2058","AM-BRIDGE (P)","4.81","4.828","BRIDGE PROJECT IN LESLIE COUNTY ON (066B00028N) KY-2058 AT BEECH FORK CREEK","066B00028N","2022","2026","C","BRX","969851","2032","","",""
"District 11","Leslie","11-10212.00","KY","2058","KY-2058","AM-BRIDGE (P)","4.81","4.828","BRIDGE PROJECT IN LESLIE COUNTY ON (066B00028N) KY-2058 AT BEECH FORK CREEK","066B00028N","2022","2026","D","BRX","145478","2032","","",""
"District 11","Leslie","11-10213.00","KY","699","KY-699","AM-BRIDGE (P)","1.955","1.979","BRIDGE PROJECT IN LESLIE COUNTY ON (066B00033N) KY-699 AT CUTSHIN CREEK","066B00033N","2022","2026","D","FBP","25208","2032","","",""
"District 11","Leslie","11-10213.00","KY","699","KY-699","AM-BRIDGE (P)","1.955","1.979","BRIDGE PROJECT IN LESLIE COUNTY ON (066B00033N) KY-699 AT CUTSHIN CREEK","066B00033N","2022","2026","C","FBP","168056","2032","","",""
"District 11","Leslie","11-10215.00","KY","1482","KY-1482","AM-BRIDGE (P)","0.036","0.05","BRIDGE PROJECT IN LESLIE COUNTY ON (066B00058N) KY-1482 AT HALS FORK","066B00058N","2022","2026","C","BRX","1378620","2031","","",""
"District 11","Leslie","11-10215.00","KY","1482","KY-1482","AM-BRIDGE (P)","0.036","0.05","BRIDGE PROJECT IN LESLIE COUNTY ON (066B00058N) KY-1482 AT HALS FORK","066B00058N","2022","2026","D","BRX","206793","2031","","",""
"District 11","Leslie","11-10254.00","KY","1780","KY-1780","AM-BRIDGE (P)","3.571","3.583","ADDRESS DEFICIENCIES OF BRIDGE ON KY-1780 OVER MID-FK KY RVR (066B00026N)","066B00026N","2026","2026","D","BRZ","205820","2028","","",""
"District 11","Leslie","11-10254.00","KY","1780","KY-1780","AM-BRIDGE (P)","3.571","3.583","ADDRESS DEFICIENCIES OF BRIDGE ON KY-1780 OVER MID-FK KY RVR (066B00026N)","066B00026N","2026","2026","C","BRZ","1372134","2028","","",""
"District 11","Leslie","11-10256.00","CR","1353","CR-1353","AM-BRIDGE (P)","0.099","0.115","ADDRESS DEFICIENCIES OF BRIDGE ON CR-1353 OVER Middle Fork Kentucky Rv (066C00117N)","066C00117N","2026","2026","D","BRZ","146773","2029","","",""
"District 11","Leslie","11-10256.00","CR","1353","CR-1353","AM-BRIDGE (P)","0.099","0.115","ADDRESS DEFICIENCIES OF BRIDGE ON CR-1353 OVER Middle Fork Kentucky Rv (066C00117N)","066C00117N","2026","2026","C","BRZ","978489","2029","","",""
"District 11","Leslie","11-22201.00","HR","9006","HR-9006","AM-PAVEMENT (PKY)(P)","35.929","44.04","ADDRESS CONDITION OF Hal Rogers Daniel Boone Parkway FROM MILEPOINT 35.929 TO MILEPOINT 44.04","","2022","2026","D","NHP","600000","2029","","",""
"District 11","Leslie","11-22201.00","HR","9006","HR-9006","AM-PAVEMENT (PKY)(P)","35.929","44.04","ADDRESS CONDITION OF Hal Rogers Daniel Boone Parkway FROM MILEPOINT 35.929 TO MILEPOINT 44.04","","2022","2026","C","NHP","6024768","2029","","",""
"District 11","Leslie","11-22202.00","HR","9006","HR-9006","AM-PAVEMENT (PKY)(P)","44.04","51.026","ADDRESS CONDITION OF Hal Rogers Daniel Boone Parkway FROM MILEPOINT 44.04 TO MILEPOINT 51.026","","2022","2026","C","NHP","4957826","2031","","",""
"District 11","Leslie","11-22202.00","HR","9006","HR-9006","AM-PAVEMENT (PKY)(P)","44.04","51.026","ADDRESS CONDITION OF Hal Rogers Daniel Boone Parkway FROM MILEPOINT 44.04 TO MILEPOINT 51.026","","2022","2026","D","NHP","500000","2031","","",""
"District 11","Leslie","11-80002.00","KY","3424","KY-3424","SAFETY(P)","1.1","1.5","SAFETY IMPROVEMENTS ON KY 3424 FROM MP 1.1 TO MP 1.5.(18CCN)","","2018","2026","C","CRP","1360000","2028","","",""
"District 11","Leslie","11-80003.00","KY","2009","KY-2009","SAFETY(P)","13.418","14.767","INSTALL NEW GUARDRAIL ON KY 2009 FROM MP 13.418 TO MP 14.767.(18CCN)","","2018","2026","C","GR","560000","2027","","",""
"District 11","Leslie","11-80004.00","KY","1482","KY-1482","SAFETY(P)","0.0","1.9","INSTALL NEW GUARDRAIL ON KY 1482 FROM MP 0 TO MP 1.9.(18CCN)","","2018","2026","C","GR","120000","2027","","",""
"District 11","Leslie","11-80005.00","KY","257","KY-257","SAFETY(P)","5.723","5.853","INSTALL NEW GUARDRAIL ON KY 257 FROM MP 5.723 TO MP 5.853.(18CCN)","","2018","2026","C","GR","40000","2027","","",""
"District 11","Leslie","11-80006.00","KY","1807","KY-1807","SAFETY(P)","0.914","1.256","INSTALL NEW GUARDRAIL ON KY 1807 FROM MP 0.914 TO MP 1.256.(18CCN)","","2018","2026","C","GR","60000","2027","","",""
"District 11","Leslie","11-80108.00","KY","1482","KY-1482","GUARDRAIL REPLCMNT(P)","1.582","2.0","GUARD RAIL INSTALLATION ON BULL SKIN RD MP 1.582 TO MP 2 (2020CCN) (2024CCR)","","2020","2026","C","GR","60000","2026","","",""
"District 11","Leslie","11-80109.00","KY","1807","KY-1807","GUARDRAIL REPLCMNT(P)","0.089","3.567","GUARD RAIL INSTALLATION ON WOOTEN RD FROM MP 0.089 TO MP 3.567 AS NEEDED (2020CCN) (2024CCR)","","2020","2026","C","GR","180000","2026","","",""
"District 11","Leslie","11-80305.00","KY","257","KY-257","PLANNING-OKI(O)","6.7","11.0","PROVIDE ADDITIONAL ACCESS TO RESIDENTS ALONG KY257 DURING FLOODING EVENTS (2024CCN) (Study Underway) MP 6.7 - 11 (2026CCN)","","2024","2026","D","STP","1000000","2027","","",""
"District 11","Leslie","11-80412.00","CR","1449","CR-1449","MINOR WIDENING(O)","0.0","4.5","Widen, resurface, and extend asphalt on CR-1449 (Leeco Road) in preparation for development of an RV park, pavilion, baseball/softball fields, housing development, and trails along the route (2026CCN)","","2026","2026","C","SPP","3000000","2031","","",""
"District 11","Leslie","11-80412.00","CR","1449","CR-1449","MINOR WIDENING(O)","0.0","4.5","Widen, resurface, and extend asphalt on CR-1449 (Leeco Road) in preparation for development of an RV park, pavilion, baseball/softball fields, housing development, and trails along the route (2026CCN)","","2026","2026","R","SPP","300000","2029","","",""
"District 11","Leslie","11-80412.00","CR","1449","CR-1449","MINOR WIDENING(O)","0.0","4.5","Widen, resurface, and extend asphalt on CR-1449 (Leeco Road) in preparation for development of an RV park, pavilion, baseball/softball fields, housing development, and trails along the route (2026CCN)","","2026","2026","U","SPP","200000","2030","","",""
